alpha,objective_family,projected_method,projected_variant,projected_llbi_strategy,projected_use_root_cuts,baseline_category,projected_rows,baseline_rows,projected_avg_objective_metric,baseline_avg_objective_metric,delta_objective_metric,projected_avg_best_bound,baseline_avg_best_bound,delta_best_bound,projected_avg_gap_metric,baseline_avg_gap_metric,delta_gap_metric,projected_avg_runtime_metric,baseline_avg_runtime_metric,delta_runtime_metric,projected_avg_explored_nodes,baseline_avg_explored_nodes,delta_explored_nodes,projected_avg_train_expected_burned_area,baseline_avg_train_expected_burned_area,delta_train_expected_burned_area,projected_avg_test_expected_burned_area,baseline_avg_test_expected_burned_area,delta_test_expected_burned_area,projected_avg_branch_benders_lazy_cuts_added,baseline_avg_branch_benders_lazy_cuts_added,delta_branch_benders_lazy_cuts_added,projected_avg_branch_benders_candidate_incumbents_checked,baseline_avg_branch_benders_candidate_incumbents_checked,delta_branch_benders_candidate_incumbents_checked,projected_avg_num_variables,baseline_avg_num_variables,delta_num_variables,projected_avg_num_constraints,baseline_avg_num_constraints,delta_num_constraints,projected_avg_num_nonzeros,baseline_avg_num_nonzeros,delta_num_nonzeros
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-PathLLBI,5,5,165.48,171.32,-5.84,157.8969633,141.8589641,16.03799927,0.04493428144,0.171043312,-0.1261090306,286.6908057,301.0911923,-14.40038654,151732,101.6,151630.4,89.196,87.91,1.286,94.76244444,95.26177778,-0.499333334,869.2,0,869.2,64.6,5,59.6,561,14702.8,-14141.8,1120.2,14951.2,-13831,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,165.48,171.54,-6.06,157.8969633,141.8584051,16.03855822,0.04493428144,0.1722179757,-0.1272836943,286.6908057,301.4482663,-14.75746054,151732,98.8,151633.2,89.196,87.934,1.262,94.76244444,94.72666667,0.035777776,869.2,0,869.2,64.6,4.8,59.8,561,14702.8,-14141.8,1120.2,14951.2,-13831,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,165.48,232.54,-67.06,157.8969633,-4e+74,4e+74,0.04493428144,0.1741278746,-0.1291935931,286.6908057,301.8969707,-15.20616492,151732,4.2,151727.8,89.196,112.002,-22.806,94.76244444,112.2226667,-17.46022222,869.2,0,869.2,64.6,3.4,61.2,561,28744.6,-28183.6,1120.2,29093,-27972.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,165.48,213.94,-48.46,157.8969633,139.9586489,17.93831448,0.04493428144,0.3112003087,-0.2662660273,286.6908057,301.8549387,-15.16413292,151732,6.2,151725.8,89.196,103.128,-13.932,94.76244444,106.878,-12.11555556,869.2,0,869.2,64.6,4,60.6,561,28744.6,-28183.6,1120.2,29093,-27972.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,165.48,190.1,-24.62,157.8969633,140.7654276,17.13153575,0.04493428144,0.235942081,-0.1910077995,286.6908057,302.2406924,-15.54988668,151732,4.6,151727.4,89.196,96.212,-7.016,94.76244444,100.6657778,-5.903333334,869.2,0,869.2,64.6,4,60.6,561,28744.6,-28183.6,1120.2,29193,-28072.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,165.48,170.08,-4.6,157.8969633,141.6110993,16.285864,0.04493428144,0.1666341229,-0.1216998415,286.6908057,301.6076283,-14.91682256,151732,19,151713,89.196,89.908,-0.712,94.76244444,96.60066667,-1.838222224,869.2,0,869.2,64.6,4.6,60,561,28744.6,-28183.6,1120.2,29193,-28072.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-Combinatorial,5,5,165.48,174.82,-9.34,157.8969633,145.3656099,12.53135342,0.04493428144,0.1657902009,-0.1208559194,286.6908057,315.7938986,-29.10309288,151732,383.4,151348.6,89.196,89.374,-0.178,94.76244444,95.88311111,-1.120666666,869.2,121,748.2,64.6,18.8,45.8,561,561,0,1120.2,16589.8,-15469.6,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-SAA:fpp_base,5,5,165.74,173.3,-7.56,161.1405215,146.0440557,15.09646575,0.02633660712,0.1548629466,-0.1285263394,241.1486737,300.0241656,-58.87549183,97013.4,529,96484.4,89.306,88.976,0.33,95.22155556,95.70488889,-0.483333334,292.8,0,292.8,44.2,0,44.2,561,36461,-35900,787.2,14363.4,-13576.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-SAA:fpp_cut,5,5,165.74,169.88,-4.14,161.1405215,142.7699119,18.37060958,0.02633660712,0.1577886857,-0.1314520785,241.1486737,300.0369685,-58.88829477,97013.4,108.2,96905.2,89.306,89.432,-0.126,95.22155556,95.25155556,-0.03,292.8,0,292.8,44.2,0,44.2,561,28744.6,-28183.6,787.2,42547,-41759.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders,5,5,165.74,167.96,-2.22,161.1405215,151.6658055,9.474715984,0.02633660712,0.0951198234,-0.06878321628,241.1486737,300.4571657,-59.30849201,97013.4,80265.6,16747.8,89.306,87.482,1.824,95.22155556,94.57088889,0.650666666,292.8,2830,-2537.2,44.2,123.8,-79.6,561,561,0,787.2,2931,-2143.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-RootCuts,5,5,165.74,169.3,-3.56,161.1405215,151.8642248,9.276296616,0.02633660712,0.1017525859,-0.07541597879,241.1486737,300.4747744,-59.32610069,97013.4,71161.2,25852.2,89.306,89.324,-0.018,95.22155556,96.60311111,-1.381555554,292.8,2428,-2135.2,44.2,105,-60.8,561,561,0,787.2,2578,-1790.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI,5,5,165.74,165.86,-0.12,161.1405215,153.3326062,7.80791531,0.02633660712,0.07511903276,-0.04878242564,241.1486737,300.786068,-59.63739423,97013.4,91982.6,5030.8,89.306,89.182,0.124,95.22155556,95.29044444,-0.068888888,292.8,1081.6,-788.8,44.2,76.2,-32,561,561,0,787.2,1282.6,-495.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-RootCuts,5,5,165.74,165.62,0.12,161.1405215,155.8227193,5.317802216,0.02633660712,0.05845381099,-0.03211720387,241.1486737,300.5422067,-59.39353299,97013.4,102254.4,-5241,89.306,88.856,0.45,95.22155556,94.85177778,0.369777778,292.8,814.6,-521.8,44.2,60.2,-16,561,561,0,787.2,1065.6,-278.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI,5,5,165.74,168.96,-3.22,161.1405215,141.6682909,19.47223057,0.02633660712,0.1596901472,-0.1333535401,241.1486737,301.1512587,-60.00258499,97013.4,92.2,96921.2,89.306,89.112,0.194,95.22155556,94.64977778,0.571777778,292.8,15.2,277.6,44.2,11,33.2,561,14602.8,-14041.8,787.2,14258,-13470.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,165.74,170.1,-4.36,161.1405215,141.4940437,19.64647779,0.02633660712,0.1670655333,-0.1407289262,241.1486737,301.2257533,-60.07707961,97013.4,71.4,96942,89.306,90.184,-0.878,95.22155556,96.80111111,-1.579555554,292.8,14.4,278.4,44.2,11.8,32.4,561,14602.8,-14041.8,787.2,14270.8,-13483.6,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI,5,5,165.74,171.32,-5.58,161.1405215,141.8589641,19.28155741,0.02633660712,0.171043312,-0.1447067049,241.1486737,301.0911923,-59.94251855,97013.4,101.6,96911.8,89.306,87.91,1.396,95.22155556,95.26177778,-0.040222222,292.8,0,292.8,44.2,5,39.2,561,14702.8,-14141.8,787.2,14951.2,-14164,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,165.74,171.54,-5.8,161.1405215,141.8584051,19.28211635,0.02633660712,0.1722179757,-0.1458813686,241.1486737,301.4482663,-60.29959255,97013.4,98.8,96914.6,89.306,87.934,1.372,95.22155556,94.72666667,0.494888888,292.8,0,292.8,44.2,4.8,39.4,561,14702.8,-14141.8,787.2,14951.2,-14164,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,165.74,232.54,-66.8,161.1405215,-4e+74,4e+74,0.02633660712,0.1741278746,-0.1477912674,241.1486737,301.8969707,-60.74829693,97013.4,4.2,97009.2,89.306,112.002,-22.696,95.22155556,112.2226667,-17.00111111,292.8,0,292.8,44.2,3.4,40.8,561,28744.6,-28183.6,787.2,29093,-28305.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,165.74,213.94,-48.2,161.1405215,139.9586489,21.18187261,0.02633660712,0.3112003087,-0.2848637016,241.1486737,301.8549387,-60.70626493,97013.4,6.2,97007.2,89.306,103.128,-13.822,95.22155556,106.878,-11.65644444,292.8,0,292.8,44.2,4,40.2,561,28744.6,-28183.6,787.2,29093,-28305.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,165.74,190.1,-24.36,161.1405215,140.7654276,20.37509388,0.02633660712,0.235942081,-0.2096054738,241.1486737,302.2406924,-61.09201869,97013.4,4.6,97008.8,89.306,96.212,-6.906,95.22155556,100.6657778,-5.444222222,292.8,0,292.8,44.2,4,40.2,561,28744.6,-28183.6,787.2,29193,-28405.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,165.74,170.08,-4.34,161.1405215,141.6110993,19.52942213,0.02633660712,0.1666341229,-0.1402975158,241.1486737,301.6076283,-60.45895457,97013.4,19,96994.4,89.306,89.908,-0.602,95.22155556,96.60066667,-1.379111112,292.8,0,292.8,44.2,4.6,39.6,561,28744.6,-28183.6,787.2,29193,-28405.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-Combinatorial,5,5,165.74,174.82,-9.08,161.1405215,145.3656099,15.77491155,0.02633660712,0.1657902009,-0.1394535938,241.1486737,315.7938986,-74.64522489,97013.4,383.4,96630,89.306,89.374,-0.068,95.22155556,95.88311111,-0.661555554,292.8,121,171.8,44.2,18.8,25.4,561,561,0,787.2,16589.8,-15802.6,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-SAA:fpp_base,5,5,165.56,173.3,-7.74,161.1531414,146.0440557,15.10908572,0.02538718982,0.1548629466,-0.1294757567,249.0025502,300.0241656,-51.02161531,92184,529,91655,89.334,88.976,0.358,95.99044444,95.70488889,0.285555554,320.8,0,320.8,46,0,46,561,36461,-35900,825,14363.4,-13538.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-SAA:fpp_cut,5,5,165.56,169.88,-4.32,161.1531414,142.7699119,18.38322956,0.02538718982,0.1577886857,-0.1324014958,249.0025502,300.0369685,-51.03441825,92184,108.2,92075.8,89.334,89.432,-0.098,95.99044444,95.25155556,0.738888888,320.8,0,320.8,46,0,46,561,28744.6,-28183.6,825,42547,-41722,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders,5,5,165.56,167.96,-2.4,161.1531414,151.6658055,9.48733596,0.02538718982,0.0951198234,-0.06973263358,249.0025502,300.4571657,-51.45461549,92184,80265.6,11918.4,89.334,87.482,1.852,95.99044444,94.57088889,1.419555554,320.8,2830,-2509.2,46,123.8,-77.8,561,561,0,825,2931,-2106,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-RootCuts,5,5,165.56,169.3,-3.74,161.1531414,151.8642248,9.288916592,0.02538718982,0.1017525859,-0.07636539609,249.0025502,300.4747744,-51.47222417,92184,71161.2,21022.8,89.334,89.324,0.01,95.99044444,96.60311111,-0.612666666,320.8,2428,-2107.2,46,105,-59,561,561,0,825,2578,-1753,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI,5,5,165.56,165.86,-0.3,161.1531414,153.3326062,7.820535286,0.02538718982,0.07511903276,-0.04973184294,249.0025502,300.786068,-51.78351771,92184,91982.6,201.4,89.334,89.182,0.152,95.99044444,95.29044444,0.7,320.8,1081.6,-760.8,46,76.2,-30.2,561,561,0,825,1282.6,-457.6,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-RootCuts,5,5,165.56,165.62,-0.06,161.1531414,155.8227193,5.330422192,0.02538718982,0.05845381099,-0.03306662117,249.0025502,300.5422067,-51.53965647,92184,102254.4,-10070.4,89.334,88.856,0.478,95.99044444,94.85177778,1.138666666,320.8,814.6,-493.8,46,60.2,-14.2,561,561,0,825,1065.6,-240.6,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI,5,5,165.56,168.96,-3.4,161.1531414,141.6682909,19.48485054,0.02538718982,0.1596901472,-0.1343029574,249.0025502,301.1512587,-52.14870847,92184,92.2,92091.8,89.334,89.112,0.222,95.99044444,94.64977778,1.340666666,320.8,15.2,305.6,46,11,35,561,14602.8,-14041.8,825,14258,-13433,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,165.56,170.1,-4.54,161.1531414,141.4940437,19.65909777,0.02538718982,0.1670655333,-0.1416783435,249.0025502,301.2257533,-52.22320309,92184,71.4,92112.6,89.334,90.184,-0.85,95.99044444,96.80111111,-0.810666666,320.8,14.4,306.4,46,11.8,34.2,561,14602.8,-14041.8,825,14270.8,-13445.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI,5,5,165.56,171.32,-5.76,161.1531414,141.8589641,19.29417738,0.02538718982,0.171043312,-0.1456561222,249.0025502,301.0911923,-52.08864203,92184,101.6,92082.4,89.334,87.91,1.424,95.99044444,95.26177778,0.728666666,320.8,0,320.8,46,5,41,561,14702.8,-14141.8,825,14951.2,-14126.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,165.56,171.54,-5.98,161.1531414,141.8584051,19.29473633,0.02538718982,0.1722179757,-0.1468307859,249.0025502,301.4482663,-52.44571603,92184,98.8,92085.2,89.334,87.934,1.4,95.99044444,94.72666667,1.263777776,320.8,0,320.8,46,4.8,41.2,561,14702.8,-14141.8,825,14951.2,-14126.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,165.56,232.54,-66.98,161.1531414,-4e+74,4e+74,0.02538718982,0.1741278746,-0.1487406847,249.0025502,301.8969707,-52.89442041,92184,4.2,92179.8,89.334,112.002,-22.668,95.99044444,112.2226667,-16.23222222,320.8,0,320.8,46,3.4,42.6,561,28744.6,-28183.6,825,29093,-28268,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,165.56,213.94,-48.38,161.1531414,139.9586489,21.19449259,0.02538718982,0.3112003087,-0.2858131189,249.0025502,301.8549387,-52.85238841,92184,6.2,92177.8,89.334,103.128,-13.794,95.99044444,106.878,-10.88755556,320.8,0,320.8,46,4,42,561,28744.6,-28183.6,825,29093,-28268,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,165.56,190.1,-24.54,161.1531414,140.7654276,20.38771386,0.02538718982,0.235942081,-0.2105548911,249.0025502,302.2406924,-53.23814217,92184,4.6,92179.4,89.334,96.212,-6.878,95.99044444,100.6657778,-4.675333334,320.8,0,320.8,46,4,42,561,28744.6,-28183.6,825,29193,-28368,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,165.56,170.08,-4.52,161.1531414,141.6110993,19.54204211,0.02538718982,0.1666341229,-0.1412469331,249.0025502,301.6076283,-52.60507805,92184,19,92165,89.334,89.908,-0.574,95.99044444,96.60066667,-0.610222224,320.8,0,320.8,46,4.6,41.4,561,28744.6,-28183.6,825,29193,-28368,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-Combinatorial,5,5,165.56,174.82,-9.26,161.1531414,145.3656099,15.78753153,0.02538718982,0.1657902009,-0.1404030111,249.0025502,315.7938986,-66.79134837,92184,383.4,91800.6,89.334,89.374,-0.04,95.99044444,95.88311111,0.107333334,320.8,121,199.8,46,18.8,27.2,561,561,0,825,16589.8,-15764.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-SAA:fpp_base,5,5,165.84,173.3,-7.46,156.762451,146.0440557,10.71839525,0.05348976374,0.1548629466,-0.1013731828,293.5269219,300.0241656,-6.49724362,153187.8,529,152658.8,88.706,88.976,-0.27,95.712,95.70488889,0.00711111,1131,0,1131,81.8,0,81.8,561,36461,-35900,1332,14363.4,-13031.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-SAA:fpp_cut,5,5,165.84,169.88,-4.04,156.762451,142.7699119,13.99253909,0.05348976374,0.1577886857,-0.1042989219,293.5269219,300.0369685,-6.51004656,153187.8,108.2,153079.6,88.706,89.432,-0.726,95.712,95.25155556,0.460444444,1131,0,1131,81.8,0,81.8,561,28744.6,-28183.6,1332,42547,-41215,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders,5,5,165.84,167.96,-2.12,156.762451,151.6658055,5.096645488,0.05348976374,0.0951198234,-0.04163005966,293.5269219,300.4571657,-6.9302438,153187.8,80265.6,72922.2,88.706,87.482,1.224,95.712,94.57088889,1.14111111,1131,2830,-1699,81.8,123.8,-42,561,561,0,1332,2931,-1599,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-RootCuts,5,5,165.84,169.3,-3.46,156.762451,151.8642248,4.89822612,0.05348976374,0.1017525859,-0.04826282217,293.5269219,300.4747744,-6.94785248,153187.8,71161.2,82026.6,88.706,89.324,-0.618,95.712,96.60311111,-0.89111111,1131,2428,-1297,81.8,105,-23.2,561,561,0,1332,2578,-1246,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI,5,5,165.84,165.86,-0.02,156.762451,153.3326062,3.429844814,0.05348976374,0.07511903276,-0.02162926901,293.5269219,300.786068,-7.25914602,153187.8,91982.6,61205.2,88.706,89.182,-0.476,95.712,95.29044444,0.421555556,1131,1081.6,49.4,81.8,76.2,5.6,561,561,0,1332,1282.6,49.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-RootCuts,5,5,165.84,165.62,0.22,156.762451,155.8227193,0.93973172,0.05348976374,0.05845381099,-0.004964047249,293.5269219,300.5422067,-7.01528478,153187.8,102254.4,50933.4,88.706,88.856,-0.15,95.712,94.85177778,0.860222222,1131,814.6,316.4,81.8,60.2,21.6,561,561,0,1332,1065.6,266.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI,5,5,165.84,168.96,-3.12,156.762451,141.6682909,15.09416007,0.05348976374,0.1596901472,-0.1062003835,293.5269219,301.1512587,-7.62433678,153187.8,92.2,153095.6,88.706,89.112,-0.406,95.712,94.64977778,1.062222222,1131,15.2,1115.8,81.8,11,70.8,561,14602.8,-14041.8,1332,14258,-12926,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,165.84,170.1,-4.26,156.762451,141.4940437,15.2684073,0.05348976374,0.1670655333,-0.1135757695,293.5269219,301.2257533,-7.6988314,153187.8,71.4,153116.4,88.706,90.184,-1.478,95.712,96.80111111,-1.08911111,1131,14.4,1116.6,81.8,11.8,70,561,14602.8,-14041.8,1332,14270.8,-12938.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-PathLLBI,5,5,165.84,171.32,-5.48,156.762451,141.8589641,14.90348691,0.05348976374,0.171043312,-0.1175535483,293.5269219,301.0911923,-7.56427034,153187.8,101.6,153086.2,88.706,87.91,0.796,95.712,95.26177778,0.450222222,1131,0,1131,81.8,5,76.8,561,14702.8,-14141.8,1332,14951.2,-13619.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,165.84,171.54,-5.7,156.762451,141.8584051,14.90404586,0.05348976374,0.1722179757,-0.118728212,293.5269219,301.4482663,-7.92134434,153187.8,98.8,153089,88.706,87.934,0.772,95.712,94.72666667,0.985333332,1131,0,1131,81.8,4.8,77,561,14702.8,-14141.8,1332,14951.2,-13619.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,165.84,232.54,-66.7,156.762451,-4e+74,4e+74,0.05348976374,0.1741278746,-0.1206381108,293.5269219,301.8969707,-8.37004872,153187.8,4.2,153183.6,88.706,112.002,-23.296,95.712,112.2226667,-16.51066667,1131,0,1131,81.8,3.4,78.4,561,28744.6,-28183.6,1332,29093,-27761,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,165.84,213.94,-48.1,156.762451,139.9586489,16.80380212,0.05348976374,0.3112003087,-0.257710545,293.5269219,301.8549387,-8.32801672,153187.8,6.2,153181.6,88.706,103.128,-14.422,95.712,106.878,-11.166,1131,0,1131,81.8,4,77.8,561,28744.6,-28183.6,1332,29093,-27761,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,165.84,190.1,-24.26,156.762451,140.7654276,15.99702339,0.05348976374,0.235942081,-0.1824523172,293.5269219,302.2406924,-8.71377048,153187.8,4.6,153183.2,88.706,96.212,-7.506,95.712,100.6657778,-4.953777778,1131,0,1131,81.8,4,77.8,561,28744.6,-28183.6,1332,29193,-27861,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,165.84,170.08,-4.24,156.762451,141.6110993,15.15135164,0.05348976374,0.1666341229,-0.1131443592,293.5269219,301.6076283,-8.08070636,153187.8,19,153168.8,88.706,89.908,-1.202,95.712,96.60066667,-0.888666668,1131,0,1131,81.8,4.6,77.2,561,28744.6,-28183.6,1332,29193,-27861,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-Combinatorial,5,5,165.84,174.82,-8.98,156.762451,145.3656099,11.39684106,0.05348976374,0.1657902009,-0.1123004371,293.5269219,315.7938986,-22.26697668,153187.8,383.4,152804.4,88.706,89.374,-0.668,95.712,95.88311111,-0.17111111,1131,121,1010,81.8,18.8,63,561,561,0,1332,16589.8,-15257.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-SAA:fpp_base,5,5,166.06,173.3,-7.24,157.9291823,146.0440557,11.88512661,0.04802922935,0.1548629466,-0.1068337172,286.3587174,300.0241656,-13.66544812,135590.8,529,135061.8,88.874,88.976,-0.102,95.14444445,95.70488889,-0.560444444,978.6,0,978.6,73.8,0,73.8,561,36461,-35900,1227.6,14363.4,-13135.8,,,
