alpha,objective_family,projected_method,projected_variant,projected_llbi_strategy,projected_use_root_cuts,baseline_category,projected_rows,baseline_rows,projected_avg_objective_metric,baseline_avg_objective_metric,delta_objective_metric,projected_avg_best_bound,baseline_avg_best_bound,delta_best_bound,projected_avg_gap_metric,baseline_avg_gap_metric,delta_gap_metric,projected_avg_runtime_metric,baseline_avg_runtime_metric,delta_runtime_metric,projected_avg_explored_nodes,baseline_avg_explored_nodes,delta_explored_nodes,projected_avg_train_expected_burned_area,baseline_avg_train_expected_burned_area,delta_train_expected_burned_area,projected_avg_test_expected_burned_area,baseline_avg_test_expected_burned_area,delta_test_expected_burned_area,projected_avg_branch_benders_lazy_cuts_added,baseline_avg_branch_benders_lazy_cuts_added,delta_branch_benders_lazy_cuts_added,projected_avg_branch_benders_candidate_incumbents_checked,baseline_avg_branch_benders_candidate_incumbents_checked,delta_branch_benders_candidate_incumbents_checked,projected_avg_num_variables,baseline_avg_num_variables,delta_num_variables,projected_avg_num_constraints,baseline_avg_num_constraints,delta_num_constraints,projected_avg_num_nonzeros,baseline_avg_num_nonzeros,delta_num_nonzeros
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-SAA:fpp_cut,5,5,165.82,169.88,-4.06,159.4208409,142.7699119,16.65092906,0.03733346121,0.1577886857,-0.1204552245,275.9509769,300.0369685,-24.0859916,93577.6,108.2,93469.4,89.67,89.432,0.238,95.048,95.25155556,-0.203555558,443.2,0,443.2,57.8,0,57.8,561,28744.6,-28183.6,926.8,42547,-41620.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders,5,5,165.82,167.96,-2.14,159.4208409,151.6658055,7.75503546,0.03733346121,0.0951198234,-0.05778636219,275.9509769,300.4571657,-24.50618884,93577.6,80265.6,13312,89.67,87.482,2.188,95.048,94.57088889,0.477111108,443.2,2830,-2386.8,57.8,123.8,-66,561,561,0,926.8,2931,-2004.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-RootCuts,5,5,165.82,169.3,-3.48,159.4208409,151.8642248,7.556616092,0.03733346121,0.1017525859,-0.0644191247,275.9509769,300.4747744,-24.52379752,93577.6,71161.2,22416.4,89.67,89.324,0.346,95.048,96.60311111,-1.555111112,443.2,2428,-1984.8,57.8,105,-47.2,561,561,0,926.8,2578,-1651.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-LLBI,5,5,165.82,165.86,-0.04,159.4208409,153.3326062,6.088234786,0.03733346121,0.07511903276,-0.03778557155,275.9509769,300.786068,-24.83509106,93577.6,91982.6,1595,89.67,89.182,0.488,95.048,95.29044444,-0.242444446,443.2,1081.6,-638.4,57.8,76.2,-18.4,561,561,0,926.8,1282.6,-355.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-RootCuts,5,5,165.82,165.62,0.2,159.4208409,155.8227193,3.598121692,0.03733346121,0.05845381099,-0.02112034978,275.9509769,300.5422067,-24.59122982,93577.6,102254.4,-8676.8,89.67,88.856,0.814,95.048,94.85177778,0.19622222,443.2,814.6,-371.4,57.8,60.2,-2.4,561,561,0,926.8,1065.6,-138.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI,5,5,165.82,168.96,-3.14,159.4208409,141.6682909,17.75255004,0.03733346121,0.1596901472,-0.122356686,275.9509769,301.1512587,-25.20028182,93577.6,92.2,93485.4,89.67,89.112,0.558,95.048,94.64977778,0.39822222,443.2,15.2,428,57.8,11,46.8,561,14602.8,-14041.8,926.8,14258,-13331.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,165.82,170.1,-4.28,159.4208409,141.4940437,17.92679727,0.03733346121,0.1670655333,-0.1297320721,275.9509769,301.2257533,-25.27477644,93577.6,71.4,93506.2,89.67,90.184,-0.514,95.048,96.80111111,-1.753111112,443.2,14.4,428.8,57.8,11.8,46,561,14602.8,-14041.8,926.8,14270.8,-13344,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI,5,5,165.82,171.32,-5.5,159.4208409,141.8589641,17.56187688,0.03733346121,0.171043312,-0.1337098508,275.9509769,301.0911923,-25.14021538,93577.6,101.6,93476,89.67,87.91,1.76,95.048,95.26177778,-0.21377778,443.2,0,443.2,57.8,5,52.8,561,14702.8,-14141.8,926.8,14951.2,-14024.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,165.82,171.54,-5.72,159.4208409,141.8584051,17.56243583,0.03733346121,0.1722179757,-0.1348845145,275.9509769,301.4482663,-25.49728938,93577.6,98.8,93478.8,89.67,87.934,1.736,95.048,94.72666667,0.32133333,443.2,0,443.2,57.8,4.8,53,561,14702.8,-14141.8,926.8,14951.2,-14024.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,165.82,232.54,-66.72,159.4208409,-4e+74,4e+74,0.03733346121,0.1741278746,-0.1367944134,275.9509769,301.8969707,-25.94599376,93577.6,4.2,93573.4,89.67,112.002,-22.332,95.048,112.2226667,-17.17466667,443.2,0,443.2,57.8,3.4,54.4,561,28744.6,-28183.6,926.8,29093,-28166.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,165.82,213.94,-48.12,159.4208409,139.9586489,19.46219209,0.03733346121,0.3112003087,-0.2738668475,275.9509769,301.8549387,-25.90396176,93577.6,6.2,93571.4,89.67,103.128,-13.458,95.048,106.878,-11.83,443.2,0,443.2,57.8,4,53.8,561,28744.6,-28183.6,926.8,29093,-28166.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,165.82,190.1,-24.28,159.4208409,140.7654276,18.65541336,0.03733346121,0.235942081,-0.1986086198,275.9509769,302.2406924,-26.28971552,93577.6,4.6,93573,89.67,96.212,-6.542,95.048,100.6657778,-5.61777778,443.2,0,443.2,57.8,4,53.8,561,28744.6,-28183.6,926.8,29193,-28266.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,165.82,170.08,-4.26,159.4208409,141.6110993,17.80974161,0.03733346121,0.1666341229,-0.1293006617,275.9509769,301.6076283,-25.6566514,93577.6,19,93558.6,89.67,89.908,-0.238,95.048,96.60066667,-1.55266667,443.2,0,443.2,57.8,4.6,53.2,561,28744.6,-28183.6,926.8,29193,-28266.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-Combinatorial,5,5,165.82,174.82,-9,159.4208409,145.3656099,14.05523103,0.03733346121,0.1657902009,-0.1284567397,275.9509769,315.7938986,-39.84292172,93577.6,383.4,93194.2,89.67,89.374,0.296,95.048,95.88311111,-0.835111112,443.2,121,322.2,57.8,18.8,39,561,561,0,926.8,16589.8,-15663,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-SAA:fpp_base,5,5,165.48,173.3,-7.82,160.1273614,146.0440557,14.08330571,0.0311128331,0.1548629466,-0.1237501135,264.0813528,300.0241656,-35.9428128,91133,529,90604,89.296,88.976,0.32,94.92044444,95.70488889,-0.784444446,298.8,0,298.8,45.4,0,45.4,561,36461,-35900,812,14363.4,-13551.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-SAA:fpp_cut,5,5,165.48,169.88,-4.4,160.1273614,142.7699119,17.35744955,0.0311128331,0.1577886857,-0.1266758526,264.0813528,300.0369685,-35.95561574,91133,108.2,91024.8,89.296,89.432,-0.136,94.92044444,95.25155556,-0.331111112,298.8,0,298.8,45.4,0,45.4,561,28744.6,-28183.6,812,42547,-41735,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders,5,5,165.48,167.96,-2.48,160.1273614,151.6658055,8.461555948,0.0311128331,0.0951198234,-0.0640069903,264.0813528,300.4571657,-36.37581298,91133,80265.6,10867.4,89.296,87.482,1.814,94.92044444,94.57088889,0.349555554,298.8,2830,-2531.2,45.4,123.8,-78.4,561,561,0,812,2931,-2119,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-RootCuts,5,5,165.48,169.3,-3.82,160.1273614,151.8642248,8.26313658,0.0311128331,0.1017525859,-0.0706397528,264.0813528,300.4747744,-36.39342166,91133,71161.2,19971.8,89.296,89.324,-0.028,94.92044444,96.60311111,-1.682666666,298.8,2428,-2129.2,45.4,105,-59.6,561,561,0,812,2578,-1766,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-LLBI,5,5,165.48,165.86,-0.38,160.1273614,153.3326062,6.794755274,0.0311128331,0.07511903276,-0.04400619965,264.0813528,300.786068,-36.7047152,91133,91982.6,-849.6,89.296,89.182,0.114,94.92044444,95.29044444,-0.37,298.8,1081.6,-782.8,45.4,76.2,-30.8,561,561,0,812,1282.6,-470.6,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-RootCuts,5,5,165.48,165.62,-0.14,160.1273614,155.8227193,4.30464218,0.0311128331,0.05845381099,-0.02734097789,264.0813528,300.5422067,-36.46085396,91133,102254.4,-11121.4,89.296,88.856,0.44,94.92044444,94.85177778,0.068666666,298.8,814.6,-515.8,45.4,60.2,-14.8,561,561,0,812,1065.6,-253.6,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI,5,5,165.48,168.96,-3.48,160.1273614,141.6682909,18.45907053,0.0311128331,0.1596901472,-0.1285773141,264.0813528,301.1512587,-37.06990596,91133,92.2,91040.8,89.296,89.112,0.184,94.92044444,94.64977778,0.270666666,298.8,15.2,283.6,45.4,11,34.4,561,14602.8,-14041.8,812,14258,-13446,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,165.48,170.1,-4.62,160.1273614,141.4940437,18.63331776,0.0311128331,0.1670655333,-0.1359527002,264.0813528,301.2257533,-37.14440058,91133,71.4,91061.6,89.296,90.184,-0.888,94.92044444,96.80111111,-1.880666666,298.8,14.4,284.4,45.4,11.8,33.6,561,14602.8,-14041.8,812,14270.8,-13458.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI,5,5,165.48,171.32,-5.84,160.1273614,141.8589641,18.26839737,0.0311128331,0.171043312,-0.1399304789,264.0813528,301.0911923,-37.00983952,91133,101.6,91031.4,89.296,87.91,1.386,94.92044444,95.26177778,-0.341333334,298.8,0,298.8,45.4,5,40.4,561,14702.8,-14141.8,812,14951.2,-14139.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,165.48,171.54,-6.06,160.1273614,141.8584051,18.26895632,0.0311128331,0.1722179757,-0.1411051426,264.0813528,301.4482663,-37.36691352,91133,98.8,91034.2,89.296,87.934,1.362,94.92044444,94.72666667,0.193777776,298.8,0,298.8,45.4,4.8,40.6,561,14702.8,-14141.8,812,14951.2,-14139.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,165.48,232.54,-67.06,160.1273614,-4e+74,4e+74,0.0311128331,0.1741278746,-0.1430150415,264.0813528,301.8969707,-37.8156179,91133,4.2,91128.8,89.296,112.002,-22.706,94.92044444,112.2226667,-17.30222222,298.8,0,298.8,45.4,3.4,42,561,28744.6,-28183.6,812,29093,-28281,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,165.48,213.94,-48.46,160.1273614,139.9586489,20.16871258,0.0311128331,0.3112003087,-0.2800874756,264.0813528,301.8549387,-37.7735859,91133,6.2,91126.8,89.296,103.128,-13.832,94.92044444,106.878,-11.95755556,298.8,0,298.8,45.4,4,41.4,561,28744.6,-28183.6,812,29093,-28281,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,165.48,190.1,-24.62,160.1273614,140.7654276,19.36193385,0.0311128331,0.235942081,-0.2048292479,264.0813528,302.2406924,-38.15933966,91133,4.6,91128.4,89.296,96.212,-6.916,94.92044444,100.6657778,-5.745333334,298.8,0,298.8,45.4,4,41.4,561,28744.6,-28183.6,812,29193,-28381,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,165.48,170.08,-4.6,160.1273614,141.6110993,18.5162621,0.0311128331,0.1666341229,-0.1355212898,264.0813528,301.6076283,-37.52627554,91133,19,91114,89.296,89.908,-0.612,94.92044444,96.60066667,-1.680222224,298.8,0,298.8,45.4,4.6,40.8,561,28744.6,-28183.6,812,29193,-28381,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-Combinatorial,5,5,165.48,174.82,-9.34,160.1273614,145.3656099,14.76175152,0.0311128331,0.1657902009,-0.1346773678,264.0813528,315.7938986,-51.71254586,91133,383.4,90749.6,89.296,89.374,-0.078,94.92044444,95.88311111,-0.962666666,298.8,121,177.8,45.4,18.8,26.6,561,561,0,812,16589.8,-15777.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-SAA:fpp_base,5,5,165.68,173.3,-7.62,156.0165078,146.0440557,9.972452058,0.05728155103,0.1548629466,-0.09758139553,300.4949023,300.0241656,0.4707367,151894.6,529,151365.6,89.104,88.976,0.128,95.15911111,95.70488889,-0.54577778,1149.8,0,1149.8,82.6,0,82.6,561,36461,-35900,1350.8,14363.4,-13012.6,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-SAA:fpp_cut,5,5,165.68,169.88,-4.2,156.0165078,142.7699119,13.2465959,0.05728155103,0.1577886857,-0.1005071346,300.4949023,300.0369685,0.45793376,151894.6,108.2,151786.4,89.104,89.432,-0.328,95.15911111,95.25155556,-0.092444446,1149.8,0,1149.8,82.6,0,82.6,561,28744.6,-28183.6,1350.8,42547,-41196.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders,5,5,165.68,167.96,-2.28,156.0165078,151.6658055,4.350702296,0.05728155103,0.0951198234,-0.03783827237,300.4949023,300.4571657,0.03773652,151894.6,80265.6,71629,89.104,87.482,1.622,95.15911111,94.57088889,0.58822222,1149.8,2830,-1680.2,82.6,123.8,-41.2,561,561,0,1350.8,2931,-1580.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-RootCuts,5,5,165.68,169.3,-3.62,156.0165078,151.8642248,4.152282928,0.05728155103,0.1017525859,-0.04447103487,300.4949023,300.4747744,0.02012784,151894.6,71161.2,80733.4,89.104,89.324,-0.22,95.15911111,96.60311111,-1.444,1149.8,2428,-1278.2,82.6,105,-22.4,561,561,0,1350.8,2578,-1227.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-LLBI,5,5,165.68,165.86,-0.18,156.0165078,153.3326062,2.683901622,0.05728155103,0.07511903276,-0.01783748172,300.4949023,300.786068,-0.2911657,151894.6,91982.6,59912,89.104,89.182,-0.078,95.15911111,95.29044444,-0.131333334,1149.8,1081.6,68.2,82.6,76.2,6.4,561,561,0,1350.8,1282.6,68.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-RootCuts,5,5,165.68,165.62,0.06,156.0165078,155.8227193,0.193788528,0.05728155103,0.05845381099,-0.001172259956,300.4949023,300.5422067,-0.04730446,151894.6,102254.4,49640.2,89.104,88.856,0.248,95.15911111,94.85177778,0.307333332,1149.8,814.6,335.2,82.6,60.2,22.4,561,561,0,1350.8,1065.6,285.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI,5,5,165.68,168.96,-3.28,156.0165078,141.6682909,14.34821688,0.05728155103,0.1596901472,-0.1024085962,300.4949023,301.1512587,-0.65635646,151894.6,92.2,151802.4,89.104,89.112,-0.008,95.15911111,94.64977778,0.509333332,1149.8,15.2,1134.6,82.6,11,71.6,561,14602.8,-14041.8,1350.8,14258,-12907.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,165.68,170.1,-4.42,156.0165078,141.4940437,14.52246411,0.05728155103,0.1670655333,-0.1097839822,300.4949023,301.2257533,-0.73085108,151894.6,71.4,151823.2,89.104,90.184,-1.08,95.15911111,96.80111111,-1.642,1149.8,14.4,1135.4,82.6,11.8,70.8,561,14602.8,-14041.8,1350.8,14270.8,-12920,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-PathLLBI,5,5,165.68,171.32,-5.64,156.0165078,141.8589641,14.15754372,0.05728155103,0.171043312,-0.113761761,300.4949023,301.0911923,-0.59629002,151894.6,101.6,151793,89.104,87.91,1.194,95.15911111,95.26177778,-0.102666668,1149.8,0,1149.8,82.6,5,77.6,561,14702.8,-14141.8,1350.8,14951.2,-13600.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,165.68,171.54,-5.86,156.0165078,141.8584051,14.15810267,0.05728155103,0.1722179757,-0.1149364247,300.4949023,301.4482663,-0.95336402,151894.6,98.8,151795.8,89.104,87.934,1.17,95.15911111,94.72666667,0.432444442,1149.8,0,1149.8,82.6,4.8,77.8,561,14702.8,-14141.8,1350.8,14951.2,-13600.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,165.68,232.54,-66.86,156.0165078,-4e+74,4e+74,0.05728155103,0.1741278746,-0.1168463235,300.4949023,301.8969707,-1.4020684,151894.6,4.2,151890.4,89.104,112.002,-22.898,95.15911111,112.2226667,-17.06355556,1149.8,0,1149.8,82.6,3.4,79.2,561,28744.6,-28183.6,1350.8,29093,-27742.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,165.68,213.94,-48.26,156.0165078,139.9586489,16.05785892,0.05728155103,0.3112003087,-0.2539187577,300.4949023,301.8549387,-1.3600364,151894.6,6.2,151888.4,89.104,103.128,-14.024,95.15911111,106.878,-11.71888889,1149.8,0,1149.8,82.6,4,78.6,561,28744.6,-28183.6,1350.8,29093,-27742.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,165.68,190.1,-24.42,156.0165078,140.7654276,15.25108019,0.05728155103,0.235942081,-0.1786605299,300.4949023,302.2406924,-1.74579016,151894.6,4.6,151890,89.104,96.212,-7.108,95.15911111,100.6657778,-5.506666668,1149.8,0,1149.8,82.6,4,78.6,561,28744.6,-28183.6,1350.8,29193,-27842.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,165.68,170.08,-4.4,156.0165078,141.6110993,14.40540844,0.05728155103,0.1666341229,-0.1093525719,300.4949023,301.6076283,-1.11272604,151894.6,19,151875.6,89.104,89.908,-0.804,95.15911111,96.60066667,-1.441555558,1149.8,0,1149.8,82.6,4.6,78,561,28744.6,-28183.6,1350.8,29193,-27842.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-Combinatorial,5,5,165.68,174.82,-9.14,156.0165078,145.3656099,10.65089787,0.05728155103,0.1657902009,-0.1085086498,300.4949023,315.7938986,-15.29899636,151894.6,383.4,151511.2,89.104,89.374,-0.27,95.15911111,95.88311111,-0.724,1149.8,121,1028.8,82.6,18.8,63.8,561,561,0,1350.8,16589.8,-15239,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-SAA:fpp_base,5,5,165.48,173.3,-7.82,157.8969633,146.0440557,11.85290761,0.04493428144,0.1548629466,-0.1099286651,286.6908057,300.0241656,-13.33335982,151732,529,151203,89.196,88.976,0.22,94.76244444,95.70488889,-0.942444446,869.2,0,869.2,64.6,0,64.6,561,36461,-35900,1120.2,14363.4,-13243.2,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-SAA:fpp_cut,5,5,165.48,169.88,-4.4,157.8969633,142.7699119,15.12705145,0.04493428144,0.1577886857,-0.1128544042,286.6908057,300.0369685,-13.34616276,151732,108.2,151623.8,89.196,89.432,-0.236,94.76244444,95.25155556,-0.489111112,869.2,0,869.2,64.6,0,64.6,561,28744.6,-28183.6,1120.2,42547,-41426.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders,5,5,165.48,167.96,-2.48,157.8969633,151.6658055,6.23115785,0.04493428144,0.0951198234,-0.05018554196,286.6908057,300.4571657,-13.76636,151732,80265.6,71466.4,89.196,87.482,1.714,94.76244444,94.57088889,0.191555554,869.2,2830,-1960.8,64.6,123.8,-59.2,561,561,0,1120.2,2931,-1810.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-RootCuts,5,5,165.48,169.3,-3.82,157.8969633,151.8642248,6.032738482,0.04493428144,0.1017525859,-0.05681830447,286.6908057,300.4747744,-13.78396868,151732,71161.2,80570.8,89.196,89.324,-0.128,94.76244444,96.60311111,-1.840666666,869.2,2428,-1558.8,64.6,105,-40.4,561,561,0,1120.2,2578,-1457.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-LLBI,5,5,165.48,165.86,-0.38,157.8969633,153.3326062,4.564357176,0.04493428144,0.07511903276,-0.03018475132,286.6908057,300.786068,-14.09526222,151732,91982.6,59749.4,89.196,89.182,0.014,94.76244444,95.29044444,-0.528,869.2,1081.6,-212.4,64.6,76.2,-11.6,561,561,0,1120.2,1282.6,-162.4,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-RootCuts,5,5,165.48,165.62,-0.14,157.8969633,155.8227193,2.074244082,0.04493428144,0.05845381099,-0.01351952955,286.6908057,300.5422067,-13.85140098,151732,102254.4,49477.6,89.196,88.856,0.34,94.76244444,94.85177778,-0.089333334,869.2,814.6,54.6,64.6,60.2,4.4,561,561,0,1120.2,1065.6,54.6,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI,5,5,165.48,168.96,-3.48,157.8969633,141.6682909,16.22867243,0.04493428144,0.1596901472,-0.1147558658,286.6908057,301.1512587,-14.46045298,151732,92.2,151639.8,89.196,89.112,0.084,94.76244444,94.64977778,0.112666666,869.2,15.2,854,64.6,11,53.6,561,14602.8,-14041.8,1120.2,14258,-13137.8,,,
0.02,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,165.48,170.1,-4.62,157.8969633,141.4940437,16.40291966,0.04493428144,0.1670655333,-0.1221312518,286.6908057,301.2257533,-14.5349476,151732,71.4,151660.6,89.196,90.184,-0.988,94.76244444,96.80111111,-2.038666666,869.2,14.4,854.8,64.6,11.8,52.8,561,14602.8,-14041.8,1120.2,14270.8,-13150.6,,,
