alpha,objective_family,method_family,method,fpp_mode,lb_config,use_root_cuts,is_combinatorial,completed_rows,status_counts,fpp_saa_validation_status_counts,avg_objective_in_sample,min_objective_in_sample,max_objective_in_sample,avg_best_bound,min_best_bound,max_best_bound,avg_mip_gap,min_mip_gap,max_mip_gap,avg_runtime_seconds,min_runtime_seconds,max_runtime_seconds,avg_train_expected_burned_area,min_train_expected_burned_area,max_train_expected_burned_area,avg_train_worst_10pct_burned_area,min_train_worst_10pct_burned_area,max_train_worst_10pct_burned_area,avg_train_cvar_burned_area,min_train_cvar_burned_area,max_train_cvar_burned_area,avg_test_expected_burned_area,min_test_expected_burned_area,max_test_expected_burned_area,avg_test_worst_10pct_burned_area,min_test_worst_10pct_burned_area,max_test_worst_10pct_burned_area,avg_test_cvar_burned_area,min_test_cvar_burned_area,max_test_cvar_burned_area,avg_selected_firebreak_count,min_selected_firebreak_count,max_selected_firebreak_count,avg_budget,min_budget,max_budget,avg_branch_benders_lazy_cuts_added,min_branch_benders_lazy_cuts_added,max_branch_benders_lazy_cuts_added,avg_branch_benders_candidate_incumbents_checked,min_branch_benders_candidate_incumbents_checked,max_branch_benders_candidate_incumbents_checked,avg_benders_lifted_lower_bound_precompute_time_sec,min_benders_lifted_lower_bound_precompute_time_sec,max_benders_lifted_lower_bound_precompute_time_sec,avg_branch_benders_root_user_cuts_added,min_branch_benders_root_user_cuts_added,max_branch_benders_root_user_cuts_added,avg_combinatorial_benders_integer_cuts_added,min_combinatorial_benders_integer_cuts_added,max_combinatorial_benders_integer_cuts_added,avg_combinatorial_benders_fractional_cuts_added,min_combinatorial_benders_fractional_cuts_added,max_combinatorial_benders_fractional_cuts_added,avg_combinatorial_benders_initial_cuts_added,min_combinatorial_benders_initial_cuts_added,max_combinatorial_benders_initial_cuts_added,avg_combinatorial_benders_scenarios_checked,min_combinatorial_benders_scenarios_checked,max_combinatorial_benders_scenarios_checked,avg_combinatorial_benders_separation_time_sec,min_combinatorial_benders_separation_time_sec,max_combinatorial_benders_separation_time_sec,avg_subproblem_total_solve_time_sec,min_subproblem_total_solve_time_sec,max_subproblem_total_solve_time_sec,avg_subproblem_avg_solve_time_sec,min_subproblem_avg_solve_time_sec,max_subproblem_avg_solve_time_sec,avg_subproblem_max_solve_time_sec,min_subproblem_max_solve_time_sec,max_subproblem_max_solve_time_sec
0.02,Expected,FPP-SAA,FPP-SAA,fpp_cut,None,false,false,5,Optimal:5,pass:5,82.756,77.55,87.22,82.747,77.55,87.22,0.001,0.001,0.001,47.17109504,19.85317723,84.75039078,82.756,77.55,87.22,191.26,174.6,204.9,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,214.3044444,209.1888889,218.5444444,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR,,None,false,false,5,Feasible:5,pass:5,129.599,118.405,138.175,118.9391826,112.7100861,128.2622348,0.001,0.001,0.001,300.4490119,300.3635911,300.6012723,88.238,80.41,91.26,170.96,156.4,185.6,170.96,156.4,185.6,95.00311111,92.52111111,96.44222222,216.5488889,215.1333333,218.9222222,216.5488889,215.1333333,218.9222222,8,8,8,8,8,8,5151.8,3826,6481,127.2,92,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-CoverageLLBI,,CoverageLLBI,false,false,5,Feasible:5,pass:5,127.689,118.09,136.435,116.962759,110.7236863,123.042304,0.001,0.001,0.001,300.5527082,300.4188596,300.7013326,87.038,80.78,92.28,168.34,155.4,182.7,168.34,155.4,182.7,94.34555556,92.21666667,95.77666667,215.3488889,210.2,220.5777778,215.3488889,210.2,220.5777778,8,8,8,8,8,8,45.8,30,56,12.6,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-CoverageLLBI-PathLLBI,,CoverageLLBI+PathLLBI,false,false,5,Feasible:5,pass:5,129.383,121.61,141.3,115.1301342,107.2503409,122.0030156,0.001,0.001,0.001,300.936993,300.8744888,301.0115611,86.746,80.52,89.98,172.02,157.3,192.8,172.02,157.3,192.8,93.34444445,90.91,95.32888889,212.4111111,209.5333333,215.5222222,212.4111111,209.5333333,215.5222222,8,8,8,8,8,8,0,0,0,3.8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-CoverageLLBI-PathLLBI-RootCuts,,CoverageLLBI+PathLLBI,true,false,5,Feasible:5,pass:5,129.383,121.61,141.3,114.9683171,107.2503409,122.0030156,0.001,0.001,0.001,301.272585,300.9665018,301.5837859,86.746,80.52,89.98,172.02,157.3,192.8,172.02,157.3,192.8,93.34444445,90.91,95.32888889,212.4111111,209.5333333,215.5222222,212.4111111,209.5333333,215.5222222,8,8,8,8,8,8,0,0,0,3.8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-CoverageLLBI-RootCuts,,CoverageLLBI,true,false,5,Feasible:5,pass:5,127.703,119.37,136.19,117.1762115,110.4881104,122.6748792,0.001,0.001,0.001,300.6414699,300.4465821,300.8270442,87.186,79.24,92.28,168.22,157.3,181.4,168.22,157.3,181.4,93.43777778,92.21666667,94.76333333,212.0222222,210.2,213.9222222,212.0222222,210.2,213.9222222,8,8,8,8,8,8,29.6,27,37,12.2,7,15,0,0,0,29.8,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI,,LLBI,false,false,5,Feasible:5,pass:5,127.074,117.83,134.1,120.4773468,113.9272329,127.5845395,0.001,0.001,0.001,300.381594,300.2975263,300.4944231,87.628,80.76,92.62,166.52,154.9,176.2,166.52,154.9,176.2,93.33777778,91.82444444,96.06,214.7311111,210.2,219.8777778,214.7311111,210.2,219.8777778,8,8,8,8,8,8,2590.2,1444,4317,77.4,45,114,0.086349804,0.06710591,0.10767899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI-CoverageLLBI-PathLLBI,,LLBI+CoverageLLBI+PathLLBI,false,false,5,Feasible:5,pass:5,129.014,121.61,136.77,115.2499978,107.2511927,120.4053828,0.001,0.001,0.001,301.1700297,300.9607257,301.8333299,88.028,80.52,93.94,170,157.3,179.6,170,157.3,179.6,94.52711111,92.52111111,98.41888889,215.8777778,209.3777778,226.4555556,215.8777778,209.3777778,226.4555556,8,8,8,8,8,8,0,0,0,4.2,3,5,0.088125224,0.07510512,0.13112105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI-CoverageLLBI-PathLLBI-RootCuts,,LLBI+CoverageLLBI+PathLLBI,true,false,5,Feasible:5,pass:5,129.014,121.61,136.77,115.4073729,105.9018491,122.0030826,0.001,0.001,0.001,301.3048613,300.8667719,301.7058934,88.028,80.52,93.94,170,157.3,179.6,170,157.3,179.6,94.52711111,92.52111111,98.41888889,215.8777778,209.3777778,226.4555556,215.8777778,209.3777778,226.4555556,8,8,8,8,8,8,0,0,0,4.2,3,5,0.099826682,0.06836465,0.12421504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,,LLBI,true,false,5,Feasible:5,pass:5,126.897,117.83,134.1,121.8278442,114.7707004,127.9323776,0.001,0.001,0.001,300.4526025,300.2987847,300.5514424,87.754,80.76,92.62,166.04,154.9,176.2,166.04,154.9,176.2,93.92933333,91.82444444,96.06,216.1733333,210.2,221.0444444,216.1733333,210.2,221.0444444,8,8,8,8,8,8,2511.6,1305,4044,82.6,51,117,0.102939868,0.06737263,0.12214546,64.2,57,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-PathLLBI,,PathLLBI,false,false,5,Feasible:5,pass:5,127.756,121.61,134.215,117.1020942,109.1246556,123.7037343,0.001,0.001,0.001,300.7864167,300.5982877,301.0425873,87.612,80.52,92.28,167.9,157.3,176.6,167.9,157.3,176.6,93.60311111,92.21666667,95.32888889,213.8133333,210.2,219.7333333,213.8133333,210.2,219.7333333,8,8,8,8,8,8,0,0,0,4.2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-PathLLBI-RootCuts,,PathLLBI,true,false,5,Feasible:5,pass:5,127.756,121.61,134.215,117.1645161,108.9652757,123.7037343,0.001,0.001,0.001,300.9187315,300.7196032,301.0777459,87.612,80.52,92.28,167.9,157.3,176.6,167.9,157.3,176.6,93.60311111,92.21666667,95.32888889,213.8133333,210.2,219.7333333,213.8133333,210.2,219.7333333,8,8,8,8,8,8,0,0,0,4.2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-RootCuts,,None,true,false,5,Feasible:5,pass:5,127.889,119.425,135.83,121.2824842,113.0387666,129.2749925,0.001,0.001,0.001,300.3382872,300.2353854,300.381462,86.898,80.65,92.28,168.88,158.2,180.8,168.88,158.2,180.8,94.226,92.21666667,97.38888889,217.0044444,210.2,225.4555556,217.0044444,210.2,225.4555556,8,8,8,8,8,8,4023.8,2246,5802,95.6,49,132,0,0,0,60.2,51,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,,Combinatorial,false,true,5,Feasible:5,pass:5,130.217,121.61,139.525,117.8690019,110.6280595,124.3416685,0.001,0.001,0.001,303.6547139,302.3864648,306.3631167,87.214,80.52,94.13,173.22,160,193.1,173.22,160,193.1,93.97533333,91.71777778,96.45333333,216.2066667,211.4666667,223.3555556,216.2066667,211.4666667,223.3555556,8,8,8,8,8,8,212.6,156,294,25.8,20,35,0,0,0,0,0,0,212.6,156,294,21425.2,19662,23510,100,100,100,382283,265860,506654,95.57729717,86.40964924,105.4402563,,,,,,,,,
0.02,MeanCVaR,FPP-SAA,FPP-SAA-MeanCVaR,fpp_base,None,false,false,5,Feasible:5,pass:5,129.382,120.48,138.015,118.6100005,110.3677045,124.4067206,0.001,0.001,0.001,300.0202216,300.010929,300.0233021,87.664,79.56,92.88,171.1,158,183.5,171.1,158,183.5,95.73488889,92.00111111,99.29777778,216.4933333,211.8555556,222.5555556,216.4933333,211.8555556,222.5555556,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,MeanCVaR,FPP-SAA,FPP-SAA-MeanCVaR,fpp_cut,None,false,false,5,Feasible:5,pass:5,127.708,121.37,134.215,115.9826991,107.1184959,122.9722259,0.001,0.001,0.001,300.045372,300.0251716,300.0699526,87.576,80.34,92.28,167.84,157.3,176.6,167.84,157.3,176.6,93.79666667,92.21666667,96.29666667,213.9733333,210.2,219.7333333,213.9733333,210.2,219.7333333,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
