experiment_id,case_id,alpha,train_scenario_count,test_scenario_count,method,objective_in_sample,objective_metric,solver_status,best_bound,mip_gap,runtime_seconds,selected_firebreaks,train_expected_burned_area,test_expected_burned_area,test_cvar_burned_area,test_worst_10pct_burned_area,notes
alpha003_case02,0,0.03000000,100,900,Static-DPV,435.65000000,precomputed_static_DPV_unit_weights,NotApplicable,,,0.00155927,325;266;264;132;326;347;306;269;217;228;253;148,86.30000000,84.23222222,193.63333333,193.63333333,Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case02,0,0.03000000,100,900,Static-DPV-MIP,137.26000000,static_DPV_MIP_unit_downstream_value,ExactTopBudget,137.26000000,0.00000000,0.01483467,325;326;266;264;306;274;132;295;268;270;269;228,82.43000000,88.04333333,211.04444444,211.04444444,"Static-DPV-MIP uses unit downstream values and closed downstream reachability. | Static-DPV-MIP scores are computed from training scenarios only. | Static-DPV-MIP does not multiply by out-degree, update scores after selection, or discount overlap. | Default treatment_loss is zero; EMPC and treatment-loss constraints are not enabled. | Pure-cardinality Static-DPV-MIP is solved exactly by deterministic top-budget sorting. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case02,0,0.03000000,100,900,Greedy-DPV3,212121.43783755,greedy_DPV3_inverse_weighted_reachability,NotApplicable,,,2.96326783,264;347;242;325;345;225;306;269;266;308;228;162,92.78000000,86.52000000,222.11111111,222.11111111,"Greedy-DPV3 score = outgoing_frequency_sum(i) * sum_{k reachable from i} 1 / (1 + dist_inv(i,k)); dist_inv uses shortest paths with arc cost 1/frequency. | Greedy-DPV3 scores are initialized once and exactly recomputed only for candidates that can reach the newly blocked node. | Outgoing frequency sums are maintained incrementally as selected firebreak nodes become blocked. | Selected firebreak nodes are treated as blocked for later scoring. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case02,0,0.03000000,100,900,Greedy-DPV2,427310.00000000,greedy_DPV2_frequency_reachability,NotApplicable,,,0.30325028,264;242;347;325;345;162;344;303;363;225;203;306,102.76000000,91.31000000,237.66666667,237.66666667,Greedy-DPV2 score = outgoing_frequency_sum(i) * closed_reachable_count(i) on the active cumulative graph. | Greedy-DPV2 scores are initialized once and exactly recomputed only for candidates that can reach the newly blocked node. | Outgoing frequency sums are maintained incrementally as selected firebreak nodes become blocked. | Selected firebreak nodes are treated as blocked for later scoring. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case02,0,0.03000000,100,900,Greedy-Betweenness,186086.48917502,greedy_betweenness_unweighted,NotApplicable,,,1.16022569,190;170;210;230;250;270;290;150;130;310;110;330,89.78000000,85.99333333,190.30000000,190.30000000,Greedy-Betweenness uses unweighted directed Brandes betweenness on the active cumulative graph. | Greedy-Betweenness computes the full unweighted directed Brandes centrality vector once per greedy iteration. | Selected firebreak nodes are treated as blocked for later scoring. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case02,0,0.03000000,100,900,Greedy-Closeness,2.64567023,greedy_closeness_unweighted,NotApplicable,,,0.31267903,32;210;230;211;250;190;212;270;170;213;269;214,101.55000000,100.53777778,223.83333333,223.83333333,Greedy-Closeness score = reachable_count(i) / sum of unweighted directed distances from i over reachable nodes. | Greedy-Closeness scores are initialized once and exactly recomputed only for candidates that can reach the newly blocked node. | Selected firebreak nodes are treated as blocked for later scoring. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case02,0,0.03000000,100,900,DPV-Branch-Benders,1147.07000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,501.69178908,0.56263193,302.97646770,114;131;153;206;215;252;264;270;295;306;325;347,71.80000000,77.66111111,177.78888889,177.78888889,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Fractional root user cuts were disabled. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Lifted lower-bound inequalities were disabled. | Batch method label DPV-Branch-Benders maps to callback DPV Branch-and-Benders with LLBI=false and root_user_cuts=false. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case02,0,0.03000000,100,900,DPV-Branch-Benders-LLBI,1032.81000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,673.61144435,0.34778764,303.81504467,113;131;151;174;190;215;230;248;264;287;295;326,67.47000000,78.36555556,178.18888889,178.18888889,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Fractional root user cuts were disabled. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Optional lifted lower-bound inequalities were added to the callback master. | Batch method label DPV-Branch-Benders-LLBI maps to callback DPV Branch-and-Benders with LLBI=true and root_user_cuts=false. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case02,0,0.03000000,100,900,DPV-Branch-Benders-RootCuts,1080.64000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,568.60869863,0.47382227,301.42966440,114;131;142;153;190;206;227;264;266;288;295;326,68.35000000,79.87666667,186.07777778,186.07777778,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Optional fractional Benders user cuts were separated at the root node only. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Lifted lower-bound inequalities were disabled. | Batch method label DPV-Branch-Benders-RootCuts maps to callback DPV Branch-and-Benders with LLBI=false and root_user_cuts=true. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case02,0,0.03000000,100,900,DPV-Branch-Benders-LLBI-RootCuts,1057.88000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,741.50407209,0.29906599,302.33260746,131;153;190;206;214;230;264;266;296;312;326;337,68.26000000,79.96000000,182.11111111,182.11111111,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Optional fractional Benders user cuts were separated at the root node only. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Optional lifted lower-bound inequalities were added to the callback master. | Batch method label DPV-Branch-Benders-LLBI-RootCuts maps to callback DPV Branch-and-Benders with LLBI=true and root_user_cuts=true. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case03,0,0.03000000,100,900,FPP-SAA,61.65000000,expected_burned_area,Optimal,61.65000000,0.00000000,17.64555845,130;153;192;203;209;252;264;292;306;347;363;372,61.65000000,80.10222222,188.92222222,188.92222222,FPP-SAA objective is expected burned area over loaded scenarios. | Propagation constraints use y_v only when v is eligible. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case03,0,0.03000000,100,900,FPP-SAA-CVaR,118.50000000,cvar_burned_area_beta_0.9,Feasible,102.17367034,0.13777493,300.01613336,130;153;162;192;213;252;257;264;288;306;347;372,66.59000000,78.50555556,186.57777778,186.57777778,"FPP-SAA objective is pure CVaR of burned area over loaded scenarios. | Propagation constraints use y_v only when v is eligible. | FppRecourseEvaluator validation warning: expected loss component 84.6 differs from evaluator objective 66.59 (abs_diff=18.01, rel_diff=0.212884). | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case03,0,0.03000000,100,900,FPP-SAA-MeanCVaR,91.50500000,mean_cvar_burned_area_beta_0.9_lambda_0.5,Feasible,85.76370881,0.06274292,300.00744970,130;153;192;202;209;252;257;264;294;308;347;372,64.01000000,78.86000000,182.46666667,182.46666667,FPP-SAA objective is a mean-CVaR blend of burned area over loaded scenarios. | Propagation constraints use y_v only when v is eligible. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case03,0,0.03000000,100,900,FPP-Benders,64.27000000,expected_burned_area_benders_lp_subproblems,TimeLimit,56.58000000,0.11965147,300.75251705,130;134;192;203;208;252;263;264;292;306;326;347,64.27000000,80.18444444,194.05555556,194.05555556,Classical iterative FPP-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the FPP LP relaxation with y_copy fixed to the incumbent y. | FPP recourse objective is unweighted burned area sum_i x_i for each scenario. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | Scenario probabilities are applied in the expected-value master objective. | Benders termination reason: TIME_LIMIT_REACHED. | FPP lifted lower-bound inequalities were disabled. | Largest observed intermediate Benders violation: 336.000000. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case03,0,0.03000000,100,900,FPP-Benders-CVaR,132.40000000,cvar_burned_area_beta_0.9,TimeLimit,101.40000000,0.23413897,300.53761858,130;153;191;192;203;252;257;264;295;306;347;372,65.56000000,79.72444444,188.91111111,188.91111111,Classical iterative FPP-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the FPP LP relaxation with y_copy fixed to the incumbent y. | FPP recourse objective is unweighted burned area sum_i x_i for each scenario. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | FPP-Benders master objective is pure CVaR of scenario eta variables. | Benders termination reason: TIME_LIMIT_REACHED. | FPP lifted lower-bound inequalities were disabled. | Largest observed intermediate Benders violation: 336.000000. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case03,0,0.03000000,100,900,FPP-Benders-MeanCVaR,96.89000000,mean_cvar_burned_area_beta_0.9_lambda_0.5,TimeLimit,78.74500000,0.18727423,300.37351729,130;153;191;192;203;252;257;264;294;306;347;372,64.38000000,78.96000000,186.46666667,186.46666667,Classical iterative FPP-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the FPP LP relaxation with y_copy fixed to the incumbent y. | FPP recourse objective is unweighted burned area sum_i x_i for each scenario. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | FPP-Benders master objective is a mean-CVaR blend of scenario eta variables. | Benders termination reason: TIME_LIMIT_REACHED. | FPP lifted lower-bound inequalities were disabled. | Largest observed intermediate Benders violation: 336.000000. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case03,0,0.03000000,100,900,FPP-Branch-Benders,62.04000000,expected_burned_area_branch_benders_lazy_subproblems,Feasible,58.81221629,0.05202746,300.00854092,130;153;192;203;208;252;264;293;306;326;347;372,62.04000000,77.32333333,181.14444444,181.14444444,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | FPP fractional root user cuts were disabled. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=false, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case03,0,0.03000000,100,900,FPP-Branch-Benders-CVaR,120.00000000,cvar_burned_area_beta_0.9,Feasible,96.58788212,0.19510098,300.00917658,130;153;192;202;233;250;257;264;292;308;347;372,64.67000000,80.48777778,188.13333333,188.13333333,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | FPP fractional root user cuts were disabled. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-CVaR maps to callback FPP Branch-and-Benders with risk_measure=cvar, LLBI=false, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case03,0,0.03000000,100,900,FPP-Branch-Benders-MeanCVaR,93.95000000,mean_cvar_burned_area_beta_0.9_lambda_0.5,Feasible,79.10837517,0.15797365,300.00330313,118;130;153;182;192;252;257;264;288;306;347;372,66.70000000,81.36111111,194.45555556,194.45555556,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is a mean-CVaR blend of scenario eta variables. | FPP fractional root user cuts were disabled. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-MeanCVaR maps to callback FPP Branch-and-Benders with risk_measure=mean-cvar, LLBI=false, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case03,0,0.03000000,100,900,FPP-Branch-Benders-LLBI,62.23000000,expected_burned_area_branch_benders_lazy_subproblems,Feasible,58.84551217,0.05438676,300.08703312,130;134;192;203;208;252;264;292;306;326;347;372,62.23000000,79.50777778,190.40000000,190.40000000,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | FPP fractional root user cuts were disabled. | Optional FPP lifted lower-bound inequalities were added to the callback master. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-LLBI maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=true, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case03,0,0.03000000,100,900,FPP-Branch-Benders-RootCuts,62.02000000,expected_burned_area_branch_benders_lazy_subproblems,Feasible,59.35256413,0.04300929,300.02302479,130;191;197;203;211;255;264;294;306;327;347;372,62.02000000,80.19444444,188.18888889,188.18888889,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | Optional FPP fractional Benders user cuts were separated at the root node only. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-RootCuts maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=false, root_user_cuts=true. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case03,0,0.03000000,100,900,FPP-Branch-Benders-LLBI-RootCuts,62.09000000,expected_burned_area_branch_benders_lazy_subproblems,Feasible,59.17611179,0.04693007,300.15261472,130;153;192;203;209;252;264;292;308;344;347;372,62.09000000,78.88666667,186.66666667,186.66666667,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | Optional FPP fractional Benders user cuts were separated at the root node only. | Optional FPP lifted lower-bound inequalities were added to the callback master. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-LLBI-RootCuts maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=true, root_user_cuts=true. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case03,0,0.03000000,100,900,FPP-Branch-Benders-CVaR-LLBI,124.00000000,cvar_burned_area_beta_0.9,Feasible,96.30716078,0.22332935,300.25996899,96;130;148;192;202;233;257;264;288;306;347;391,70.34000000,82.31888889,191.25555556,191.25555556,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | FPP fractional root user cuts were disabled. | Optional FPP lifted lower-bound inequalities were added to the callback master. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-CVaR-LLBI maps to callback FPP Branch-and-Benders with risk_measure=cvar, LLBI=true, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case03,0,0.03000000,100,900,FPP-Branch-Benders-CVaR-RootCuts,122.60000000,cvar_burned_area_beta_0.9,Feasible,95.95673346,0.21731865,300.02257681,130;137;162;192;203;252;257;264;288;309;326;372,65.96000000,82.09444444,196.06666667,196.06666667,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | Optional FPP fractional Benders user cuts were separated at the root node only. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-CVaR-RootCuts maps to callback FPP Branch-and-Benders with risk_measure=cvar, LLBI=false, root_user_cuts=true. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
